CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	tcga_code
U87MG_CENTRAL_NERVOUS_SYSTEM	ACH-000075	U-87 MG	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS	female		44	caucasian		Caucasian		brain_cancer	CCLE	ATCC	Adherent epithelial.	EMEM + 10% FBS	NA	5%DMSO		66	glioma	glioma	CNS:Glioma	88.68010645	glioma	astrocytoma		GBM
CAKI2_KIDNEY	ACH-000234	Caki-2	primary	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male		69	caucasian		Caucasian			CCLE	NIBRI						NA	kidney	kidney	Kidney:Carcinoma	97.33436222	renal_cell_carcinoma	clear_cell		KIRC
OE19_OESOPHAGUS	ACH-000679	OE19	primary	oesophagus	lower_third	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		72			Caucasian			CCLE	HPACC	AHERENT EPITHELIAL;	RPMI-1640+10%FBS	2mM l-GLUTAMINE	5%DMSO		78.3	esophagus	esophagus	Oesophagus:Carcinoma	153.3131471	esophagus_adenocarcinoma	laryngeal		ESCA
KMRC2_KIDNEY	ACH-000709	KMRC-2	primary	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male		NA	asian		Asian		Kidney Cancer	CCLE	HSRRB		DMEM+10% FBS	NA	5% DMSO		113.3	kidney	kidney	Kidney:Carcinoma	207.7442122	renal_cell_carcinoma	clear_cell		KIRC
JHH2_LIVER	ACH-000577	JHH-2	metastasis	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male		57	asian	japan	Asian	ascites		CCLE	HSRRB	Adherent	EMEM +10 % FBS	NA	5%DMSO		99.1	liver	liver	Liver:HCC	200.1671139	hepatocellular_carcinoma			LIHC
IM95_STOMACH	ACH-000919	IM95	primary	stomach	NS	NS	NS	carcinoma	intestinal_adenocarcinoma	NS	NS	male		63	asian	japan	Asian			CCLE	HSRRB	Adherent	DMEM +10%FBS	10mg/L insulin	5% DMSO		40.2	stomach	stomach	Gastric:Carcinoma	387.6541767	gastric_adenocarcinoma			STAD
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000045	MV-4-11	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male		10			Caucasian		leukaemia	CCLE	ATCC	suspension	IMDM+10% FBS	NA	5% DMSO		55.2	AML	AML	Leukemia:AML	70.07829872	AML			LAML
WM2664_SKIN	ACH-001239	WM-266-4	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		58			Caucasian	skin	melanoma	CCLE	ATCC	Adherent	EMEM + 10% FBS	NA	5%DMSO		38.7	melanoma	melanoma	Skin:Melanoma	123.3526453	melanoma			SKCM
KMRC1_KIDNEY	ACH-000684	KMRC-1	primary	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male		NA			Asian		Kidney Cancer	CCLE	HSRRB		DMEM+10% FBS	NA	5% DMSO		46.4	kidney	kidney	Kidney:Carcinoma	204.6747718	renal_cell_carcinoma	clear_cell		KIRC
KM12_LARGE_INTESTINE	ACH-000969	KM12	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian		colon_cancer	CCLE	NIBRI						NA	colorectal	colorectal	NA	558.2436121	colorectal_adenocarcinoma		MSI	COAD/READ
COLO849_SKIN	ACH-001045	COLO-849	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		43	caucasian		Caucasian	lymph_node	Skin Cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	melanoma	melanoma	NA	NA	melanoma			SKCM
T84_LARGE_INTESTINE	ACH-000381	T84	metastasis	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		72			Caucasian	lung		CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	101.5163334	colorectal_adenocarcinoma			COAD/READ
CALU1_LUNG	ACH-000511	Calu-1	metastasis	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		47	caucasian		Caucasian	pleura	lung_cancer	CCLE	NIBRI						NA	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	120.70541	NSCLC	NSCLC_squamous		LUSC
LOXIMVI_SKIN	ACH-000750	LOX IMVI	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		58			Caucasian		skin_cancer	CCLE	NCI/DCTD		RPMI-1640+10% FBS	NA	5% DMSO		29.3	melanoma	melanoma	Skin:Melanoma	159.042239	melanoma			SKCM
NCIH2170_LUNG	ACH-000481	NCI-H2170	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE		MIXED	RPMI1640+10%FBS	NA	5%DMSO		68.7	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	120.027116	NSCLC	NSCLC_squamous		LUSC
SQ1_LUNG	ACH-000553	Sq-1	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian		Lung Cancer	CCLE	RIKEN		RPMI-1640+10%FBS	NA	5% DMSO		63.9	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	166.3312692	NSCLC	NSCLC_squamous		LUSC
AN3CA_ENDOMETRIUM	ACH-000940	AN3 CA	metastasis	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		55	caucasian		Caucasian	lymph_node		CCLE	ATCC	Adherent epithelial	EMEM + 10% FBS	NA	5% DMSO		88.9	endometrium	endometrium	Endometrium:Carcinoma	485.2864575	endometrial_adenocarcinoma			UCEC
NCIH2444_LUNG	ACH-000186	NCI-H2444	primary	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	ATCC	Adherent	RPMI-1640+10% FBS	NA	5%DMSO		116	lung_NSC	lung_NSC	Lung:NSCLC_Others	84.93713188	NSCLC			UNABLE TO CLASSIFY
UACC257_SKIN	ACH-000579	UACC-257	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Caucasian		melanoma	CCLE	NCI/DCTD		RPMI-1640+10% FBS	NA	5% DMSO		40.9	melanoma	melanoma	Skin:Melanoma	116.3503166	melanoma			SKCM
KYSE510_OESOPHAGUS	ACH-000824	KYSE-510	primary	oesophagus	upper_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		67	asian	japan	Asian			CCLE	GNF					~ 30 hrs	NA	esophagus	esophagus	Oesophagus:Carcinoma	200.0668926	esophagus_squamous			ESCA
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000362	MOLM-13	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5a	NS	male		20			Asian		Leukemia	CCLE	DSMZ	suspension; dt=50hrs	RPMI-1640+20%FBS	NA	5% DMSO	50 hrs	60.6	AML	AML	Leukemia:AML	147.478632	AML			LAML
HUPT4_PANCREAS	ACH-000213	HUP-T4	metastasis	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		60	asian	japan	Asian	ascites		CCLE	DSMZ	mixed	MEM + 10 % FBS	NA	5%DMSO		440	pancreas	pancreas	Pancreas:Carcinoma	144.7327222	exocrine	exocrine_adenocarcinoma		PAAD
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	ACH-001125	MOG-G-CCM	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS			NA			Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	glioma			LGG
KYSE30_OESOPHAGUS	ACH-000777	KYSE-30	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		64	asian	japan	Asian		Esophageal Cancer	CCLE	GNF					~ 30 hrs	NA	esophagus	esophagus	Oesophagus:Carcinoma	188.0952893	esophagus_squamous			ESCA
KYSE150_OESOPHAGUS	ACH-000855	KYSE-150	primary	oesophagus	upper_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		49	asian	japan	Asian			CCLE	DSMZ	Epithelial adherent monolayer	RPMI:Ham F12 +5%FBS	NA	10%DMSO		40	esophagus	esophagus	Oesophagus:Carcinoma	248.1113517	esophagus_squamous			ESCA
PSN1_PANCREAS	ACH-000320	PSN1	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS			NA			Asian			CCLE	ECACC	adherent epithelial	RPMI-1640 + 10% FBS	2mM Glutamine	5%DMSO		40.9	pancreas	pancreas	Pancreas:Carcinoma	137.8566605	exocrine	exocrine_adenocarcinoma		PAAD
NCIH1299_LUNG	ACH-000510	NCI-H1299	metastasis	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male		43	caucasian		Caucasian	lymph_node	lung_cancer	CCLE	ATCC	Adherent	RPMI-1640+10%FBS	NA	5% DMSO		47.4	lung_NSC	lung_NSC	Lung:NSCLC_Others	136.1844623	NSCLC	NSCLC_large_cell		NA
PATU8988T_PANCREAS	ACH-000023	PA-TU-8988T	metastasis	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		64			Caucasian	liver		CCLE	GNF						NA	pancreas	pancreas	Pancreas:Carcinoma	91.40122228	exocrine	exocrine_adenocarcinoma		PAAD
IGR37_SKIN	ACH-000650	IGR-37	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		26			Caucasian	lymph_node	Skin Cancer	CCLE	NIBRI						39.4	melanoma	melanoma	Skin:Melanoma	128.2141157	melanoma			SKCM
LN443_CENTRAL_NERVOUS_SYSTEM	ACH-000673	LN-443		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	160.7552819	glioma	glioblastoma		NA
SLR23_KIDNEY	ACH-000246	SLR 23	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
HMEL_BREAST	ACH-000642	HMEL		breast	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			African_american			ACHILLES	NA	NA	NA	NA	NA	NA	NA	breast	breast	NA	136.5311627				BRCA
OELE_OVARY	ACH-000494	OELE		ovary	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	ovary	ovary	NA	115.9910046				OV
LN235_CENTRAL_NERVOUS_SYSTEM	ACH-000591	LN-235		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	117.8995842	glioma	astrocytoma		NA
BJHTERT_SKIN	ACH-001018	BJ hTERT		skin	foreskin	NS	NS	other	immortalized_fibroblast	NS	NS			NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	melanoma	fibroblast_like	NA	NA				NA
LN428_CENTRAL_NERVOUS_SYSTEM	ACH-000455	LN-428		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	115.146489	glioma	glioblastoma		NA
SLR24_KIDNEY	ACH-000272	SLR 24	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
EWS502_BONE	ACH-000279	EWS502		bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	103.3429006	Ewing_sarcoma		EWS_FLI	NA
SALE_LUNG	ACH-000064	SALE		lung	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	90.36904673				NA
HCC2814_LUNG	ACH-000690	HCC-2814		lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	136.4879764	NSCLC	NSCLC_squamous		NA
SKRC31_KIDNEY	ACH-001194	SK-RC 31	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			NA			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
TIG3TD_FIBROBLAST	ACH-001207	TIG-3 TD		lung	NS	NS	NS	other	immortalized_embryonic_fibroblast	NS	NS			NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	fibroblast_like	NA	167.7649252	fibroblast_lung			NA
TC32_BONE	ACH-001205	TC-32		bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	female		NA	NA	NA	NA	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	NA	Ewing_sarcoma		EWS_FLI	NA
SF172_CENTRAL_NERVOUS_SYSTEM	ACH-000887	SF-172		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female		NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	268.4871106	glioma	glioblastoma		NA
PRECLH_PROSTATE	ACH-000170	PrEC LH		prostate	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	prostate	prostate	NA	64.44913312				PRAD
U343_CENTRAL_NERVOUS_SYSTEM	ACH-000036	U343		central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_III	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	116.6695226	glioma	glioblastoma		NA
RCC4_KIDNEY	ACH-001175	RCC-4		kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS			NA	NA	NA	NA	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma	clear_cell		KIRC
LN215_CENTRAL_NERVOUS_SYSTEM	ACH-000328	LN-215		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS			NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	108.0220019	glioma	glioblastoma		NA
LN464_CENTRAL_NERVOUS_SYSTEM	ACH-000676	LN-464		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	126.6253024	glioma	glioblastoma		NA
SLR25_KIDNEY	ACH-000300	SLR 25	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
U178_CENTRAL_NERVOUS_SYSTEM	ACH-000208	U-178		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	glioma	glioblastoma		NA
F5_CENTRAL_NERVOUS_SYSTEM	ACH-001067	F5		central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS	male		NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	NA	meningioma			NA
HEKTE_KIDNEY	ACH-000049	HEK TE		kidney	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	69.89031879				KIRC
SLR26_KIDNEY	ACH-000600	SLR 26	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	128.6331408	renal_cell_carcinoma			KIRC
SKRC20_KIDNEY	ACH-000385	SK-RC-20		kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	94.25285833	renal_cell_carcinoma			KIRC
SF767_CERVIX	ACH-000490	SF767		central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_III-IV	NS	NS	female		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	cervix	NA	115.8864018	glioma	astrocytoma		CESC
A1207_CENTRAL_NERVOUS_SYSTEM	ACH-000283	A1207		central_nervous_system	NS	NS	NS	glioma	NS	NS	NS	female		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	glioma	glioblastoma		NA
LN319_CENTRAL_NERVOUS_SYSTEM	ACH-000128	LN-319		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_III	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	73.42339937	glioma	astrocytoma		NA
HCC364_LUNG	ACH-000575	HCC364		lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	125.3439438	NSCLC	NSCLC_adenocarcinoma		NA
UMRC6_KIDNEY	ACH-001225	UMRC6	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			NA			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
LN382_CENTRAL_NERVOUS_SYSTEM	ACH-000215	LN382		central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	87.23638256	glioma	glioblastoma		NA
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	ACH-000629	IOMM-Lee		central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS			NA			Asian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	166.4767598	meningioma			NA
UMRC2_KIDNEY	ACH-001224	UMRC2		kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS			NA	NA	NA	NA	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	renal_cell_carcinoma			KIRC
DFCI024_LUNG	ACH-001058	DFCI024		lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS			NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA	#N/A			NA
HCC1897_LUNG	ACH-001079	HCC-1897		lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA	NSCLC	NSCLC_squamous		NA
SLR21_KIDNEY	ACH-000016	SLR 21	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	88.30682348	renal_cell_carcinoma			KIRC
LNZ308_CENTRAL_NERVOUS_SYSTEM	ACH-000760	LNZ308		central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	female		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	152.9863676	glioma	glioblastoma		LGG
LN340_CENTRAL_NERVOUS_SYSTEM	ACH-000634	LN-340		central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male		NA	NA	NA	Caucasian	NA	NA	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	133.5386942	glioma	glioblastoma		NA
HCC827GR5_LUNG	ACH-000029	HCC827 GR5		lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	102.7949058	NSCLC	NSCLC_adenocarcinoma		NA
SLR20_KIDNEY	ACH-000127	SLR 20	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			NA			Caucasian			collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	121.2384185	renal_cell_carcinoma			KIRC
HK2_KIDNEY	ACH-001087	HK-2		kidney	NS	NS	NS	other	immortalized_epithelial	NS	NS			NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA				KIRC
EW8_BONE	ACH-000499	EW8		bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	119.1843755	Ewing_sarcoma		EWS_FLI	NA
UOK101_KIDNEY	ACH-000262	UOK101		kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	female		NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	92.03767299	renal_cell_carcinoma			KIRC
JHESOAD1_OESOPHAGUS	ACH-000216	JH-EsoAd1		oesophagus	NS	NS	NS	carcinoma	barrett_associated_adenocarcinoma	NS	NS	male		NA			NA			ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	80.64616702	esophagus_adenocarcinoma			ESCA
CH157MN_CENTRAL_NERVOUS_SYSTEM	ACH-000025	CH-157MN		central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS			NA			Caucasian			ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	78.03854857	meningioma			NA
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000453	MOLP-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male		55			Asian			CCLE	DSMZ	round to polymorph cells growing singly or in small clumps	RPMI-1640+20% FBS	NA	5%DMSO	4 days	310.4	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	147.7800001	multiple_myeloma			MM
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC-25	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		70			Caucasian			CCLE	NIBRI						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	99.74078602	upper_aerodigestive_squamous			HNSC
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001230	UT-7	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M7	NS	male		64			Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA	AML			LAML
MHHNB11_AUTONOMIC_GANGLIA	ACH-000078	MHH-NB-11	metastasis	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male		4	caucasian		Caucasian	adrenal		CCLE	DSMZ	adherent, fibroblast-like cells growing as monolayers	90% RPMI 1640 +10% h. i. FBS	2mM L -glutamine +MEM non-essential amino acids		~  100 hrs	NA	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	94.72120064	neuroblastoma		MYCN_amp	NB
HCC1806_BREAST	ACH-000624	HCC1806	primary	breast	NS	NS	NS	carcinoma	ductal_carcinoma	squamous_cell_carcinoma	NS	female		60	african_american		African_american		breast_cancer	CCLE	NIBRI						NA	breast	breast	Breast:Carcinoma	134.9305217	breast_ductal_carcinoma	ERneg_HER2neg	basal_A	BRCA
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000073	GRANTA-519	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	female		58	caucasian		Caucasian		mantle_cell_lymphoma	CCLE	DSMZ	spheroid cells growing in suspention, singly or in clumps	90% Dulbecco's MEM(4.5 g/L glucose) +10% h.i.FBS	2mM L-glutamine		~ 49 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	73.86512393	non_hodgkin_lymphoma	b_cell_mantle_cell		DLBC
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000006	MONO-MAC-6	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male		64			Caucasian			CCLE	DSMZ	single, round/ multiformed cells or small clusters of cells in suspention, sometimes loosely adherent; 1-5% giant cells	90% RPMI 1640 +10% h.i. FBS	2mM L-glutamine + non-essential amino acids +1 mM sodium pyruvate + 10ug/ml human insulin		~  60 hrs	55.3	AML	AML	Leukemia:AML	77.06523381	AML	M5		LAML
MKN7_STOMACH	ACH-000678	MKN7	metastasis	stomach	NS	NS	NS	carcinoma	tubular_adenocarcinoma	NS	NS	male		39	asian	japan	Asian	lymph_node		CCLE	GNF						NA	stomach	stomach	Gastric:Carcinoma	163.7412888	gastric_adenocarcinoma	tubular		STAD
SW1710_URINARY_TRACT	ACH-000566	SW-1710	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		84	caucasian		Caucasian			CCLE	DSMZ	Adherent epithelial monolayer	DMEM + 15% FBS	NA	10% DMSO		46.1	urinary_tract	urinary_tract	Bladder:Carcinoma	113.5397743	bladder_carcinoma	bladder_transitional_cell		BLCA
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000795	MOLT-13	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	L2	NS	female		2			Caucasian			CCLE	DSMZ	Suspension; Extremely slow grower	RPMI-1640 +20% FBS	NA	5% DMSO		305.5	T-cell_ALL	T-cell_ALL	Leukemia:ALL	169.7847622	ALL	t_cell		ALL
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000338	SR-786	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	NS	NS	male		11			Caucasian	pleura	anaplastic_large_cell_lymphoma	CCLE	DSMZ	ovoid- to round, sometimes irregular, occasinally with apical processes, growing in suspention, singly or in small clumps	85% RPMI 1640 +15% h.i. FBS	NA		~  30 hrs	NA	lymphoma_other	T-cell_lymphoma_other	Lymphoma:NH_T_cell	103.6805732	non_hodgkin_lymphoma	t_cell_ALCL		NA
